identifier,language,title,genre,abstract,subjects,abstract_limpio,reumen,keywords,reumen_limpio
doi:10.1007/978-3-031-10843-3_6,en,Chronic Stress and Workload,OriginalPaper,"Stress is a complex phenomenon, perceived when demands exceed resources. Chronic stress may profoundly impair health and quality of life. Understanding and applying the physiologic mechanisms responsible for both stress and relaxation can allow pediatricians to enhance their health and well-being. Workload is an important potential source of stress. The experience of work demands is mediated by work resources, as conceptualized by the Demands-Resources model. Workload can be assessed by measuring its impact on the worker, using tools such as the NASA Task Load Index. Specific skills and experiences in work, such as compassion and meaning, are powerful mediators of the impact of work on physicians and are critically tied to patient care. In this chapter we also explore specific solutions to address stress and workload, and discuss system design to enhance physician and care team well-being.","['Medicine & Public Health', 'Pediatrics']",stress is a complex phenomenon perceived when demands exceed resources chronic stress may profoundly impair health and quality of life understanding and applying the physiologic mechanisms responsible for both stress and relaxation can allow pediatricians to enhance their health and wellbeing workload is an important potential source of stress the experience of work demands is mediated by work resources as conceptualized by the demandsresources model workload can be assessed by measuring its impact on the worker using tools such as the nasa task load index specific skills and experiences in work such as compassion and meaning are powerful mediators of the impact of work on physicians and are critically tied to patient care in this chapter we also explore specific solutions to address stress and workload and discuss system design to enhance physician and care team wellbeing,= 11pt = 0.65 in = 0.65 in,"['demandsresources model' 'nasa task load index' 'patient care'
 'pediatricians' 'physiologic mechanisms' 'system design' 'wellbeing'
 'work demands' 'work resources' 'workload']",= pt =  in =  in
doi:10.1007/978-3-031-15509-3_34,en,Circular Ordering Methods for Timing and Visualization of Oscillatory Signals,OriginalPaper,"This paper is focused on the problem of inferring a circular order to solve two different issues arising in the analysis of real data in genomics: the development of a human atlas of circadian gene expressions and a taxonomy of neuronal mouse brain cells. The solutions are derived using different approaches to ordering in a circle the sampling points, the cells or the genes.","['Engineering', 'Data Engineering', 'Computational Intelligence', 'Artificial Intelligence']",this paper is focused on the problem of inferring a circular order to solve two different issues arising in the analysis of real data in genomics: the development of a human atlas of circadian gene expressions and a taxonomy of neuronal mouse brain cells the solutions are derived using different approaches to ordering in a circle the sampling points the cells or the genes,this paper is concerned with the problem of inferring a circular order to solve two different issues arising in the analysis of real data in genomics : the development of a human atlas of circadian gene expressions and a taxonomy of neuronal mouse brain cells the solutions,"['circa' 'gene' 'genomics' 'human atlas' 'neuronal mouse brain cells'
 'real data']",this paper is concerned with the problem of inferring a circular order to solve two different issues arising in the analysis of real data in genomics : the development of a human atlas of circadian gene expressions and a taxonomy of neuronal mouse brain cells the solutions
doi:10.1007/978-981-19-1142-2_12,en,An Approach for Cloud Security Using TPA- and Role-Based Hybrid Concept,OriginalPaper,"In the cloud environment, enormous amount of the data is shared on the server for the availability of access to the employees or customers related to the organization. Two main issues which are generally faced—when data is shared in cloud environment, first is authenticating the user who can access the data, and secondly, to secure the data itself. Seeing the concern, we proposed the hybrid concept which involves the role-based security as well as TPA-based security. By making use of role-based security, first we have authenticated the users using the graphical authentication in which first the image requires to be selected, then the image gets segmented into image blocks, which when selected then the pattern is formed which is used for the authentication purpose, after that when the user shares the file, then he/she specifies the role who can access the file.","['Engineering', 'Communications Engineering, Networks', 'Signal, Image and Speech Processing', 'Mobile and Network Security', 'Artificial Intelligence']",in the cloud environment enormous amount of the data is shared on the server for the availability of access to the employees or customers related to the organization two main issues which are generally faced—when data is shared in cloud environment first is authenticating the user who can access the data and secondly to secure the data itself seeing the concern we proposed the hybrid concept which involves the rolebased security as well as tpabased security by making use of rolebased security first we have authenticated the users using the graphical authentication in which first the image requires to be selected then the image gets segmented into image blocks which when selected then the pattern is formed which is used for the authentication purpose after that when the user shares the file then heshe specifies the role who can access the file,"in this paper , we present a hybrid approach for data authentication in the cloud environment . in this hybrid approach<n> two authentication mechanisms are implemented .<n> first , the authentication is based on the rolebased security .<n> secondly ",['graphical authentication' 'image blocks' 'rolebased security' 'security'],in this paper  we present a hybrid approach for data authentication in the cloud environment  in this hybrid approach<n> two authentication mechanisms are implemented <n> first  the authentication is based on the rolebased security <n> secondly 
doi:10.1007/978-3-031-06780-8_20,en,"Machine Learning for Automotive Cybersecurity: Challenges, Opportunities and Future Directions",OriginalPaper,"Connected autonomous vehicles (CAVs) hold the promise of not only improving functional safety but also improving mobility and the efficiency of transportation systems. CAVs can be viewed as a cyber-physical system that contains a large number of minicomputers called electronic control units (ECUs). In order for ECU subsystems to share information and operate efficiently, they are typically networked via various in-vehicle networks (IVNs). Such IVNs include the controller area network (CAN), local interconnected network (LIN), media-oriented system transport (MOST), FlexRay and automotive Ethernet. These IVNs are used to connect safety-critical and non-critical components of the vehicle, including brakes, airbags, engine control, active safety devices, the electronic stability program and adaptive cruise control. Although these IVNs provide some luxury functions and improve the functional safety of the vehicles, the use of in-vehicle communication networks can pose serious security threats to CAVs. Several incidents have been reported showing that intruders are able to access vehicle information, even for safety critical tasks. As the IVNs architecturally are not designed to defend against these attacks, additional methods are needed for security. In recent years researchers are taking advantage of advances in more powerful computing hardware, as well the availability of huge amounts of network data and proposing machine learning-based frameworks to secure these IVNs. To the best of our knowledge, these frameworks lack details such as how to apply machine learning for IVN security. Most of them are focused on the selection of machine learning algorithms to improve attack detection rates. As a result, these frameworks become uninterpreted since they took a lot of time in order to reproduce their result. An efficient successful machine learning system depends not only on the selected machine learning algorithm but also on the quality of data. This chapter aims to bridge this research gap by developing a generalized machine learning pipeline designed to defend against existing and emerging cyberattacks on IVNs. The chapter starts with an overview of IVNs, threat modeling of IVNs followed by machine learning-based defense mechanisms against existing and emerging cyberattacks targeted at these IVNs. The last section of the chapter outlines future directions of using the proposed machine learning approach as a solution against vehicle-based cyberattacks for the next generation of vehicles.","['Engineering', 'Automotive Engineering', 'Computational Intelligence', 'Transportation Technology and Traffic Engineering', 'Signal, Image and Speech Processing']",connected autonomous vehicles cavs hold the promise of not only improving functional safety but also improving mobility and the efficiency of transportation systems cavs can be viewed as a cyberphysical system that contains a large number of minicomputers called electronic control units ecus in order for ecu subsystems to share information and operate efficiently they are typically networked via various invehicle networks ivns such ivns include the controller area network can local interconnected network lin mediaoriented system transport most flexray and automotive ethernet these ivns are used to connect safetycritical and noncritical components of the vehicle including brakes airbags engine control active safety devices the electronic stability program and adaptive cruise control although these ivns provide some luxury functions and improve the functional safety of the vehicles the use of invehicle communication networks can pose serious security threats to cavs several incidents have been reported showing that intruders are able to access vehicle information even for safety critical tasks as the ivns architecturally are not designed to defend against these attacks additional methods are needed for security in recent years researchers are taking advantage of advances in more powerful computing hardware as well the availability of huge amounts of network data and proposing machine learningbased frameworks to secure these ivns to the best of our knowledge these frameworks lack details such as how to apply machine learning for ivn security most of them are focused on the selection of machine learning algorithms to improve attack detection rates as a result these frameworks become uninterpreted since they took a lot of time in order to reproduce their result an efficient successful machine learning system depends not only on the selected machine learning algorithm but also on the quality of data this chapter aims to bridge this research gap by developing a generalized machine learning pipeline designed to defend against existing and emerging cyberattacks on ivns the chapter starts with an overview of ivns threat modeling of ivns followed by machine learningbased defense mechanisms against existing and emerging cyberattacks targeted at these ivns the last section of the chapter outlines future directions of using the proposed machine learning approach as a solution against vehiclebased cyberattacks for the next generation of vehicles,connected autonomous vehicles ( cavs ) hold the promise of not only improving functional safety but also improving mobility and the efficiency of transportation systems researchers are taking advantage of advances in more powerful computing hardware as well as the availability of huge amounts of network data,"['##bags' '##physical' '##put' 'adaptive cruise control' 'bridge' 'cavs'
 'electronic control units' 'electronic stability program'
 'functional safety' 'generalized' 'interconnected network' 'lack'
 'luxury functions' 'machine learning' 'machine learning algorithms'
 'machine learning approach' 'machine learning system'
 'machine learningbase' 'safety critical tasks' 'security threats'
 'vehiclebased']",connected autonomous vehicles  cavs  hold the promise of not only improving functional safety but also improving mobility and the efficiency of transportation systems researchers are taking advantage of advances in more powerful computing hardware as well as the availability of huge amounts of network data
doi:10.1007/978-3-031-21333-5_77,en,Clustering Study of Vehicle Behaviors Using License Plate Recognition,OriginalPaper,"Ubiquitous computing and artificial intelligence contribute to deploying intelligent environments. Sensor networks in cities generate large amounts of data that can be analyzed to provide relevant information in different fields, such as traffic control. We propose an analysis of vehicular behavior based on license plate recognition (LPR) in a rural region of three small villages. The contribution is twofold. First, we extend an existing taxonomy of the most widely used clustering algorithms in machine learning with additional classes. Second, we compare the performance of algorithms from each class of the taxonomy, extracting behavioral patterns. Partitional and hierarchical algorithms obtain the best results, while density-based algorithms have poor results. The results show four differentiated patterns in vehicular behavior, distinguishing different patterns in both residents and tourists. Our work can help policymakers develop strategies to improve services in rural villages, and developers choose the correct algorithm for a similar study.","['Engineering', 'Data Engineering', 'Computational Intelligence', 'Artificial Intelligence']",ubiquitous computing and artificial intelligence contribute to deploying intelligent environments sensor networks in cities generate large amounts of data that can be analyzed to provide relevant information in different fields such as traffic control we propose an analysis of vehicular behavior based on license plate recognition lpr in a rural region of three small villages the contribution is twofold first we extend an existing taxonomy of the most widely used clustering algorithms in machine learning with additional classes second we compare the performance of algorithms from each class of the taxonomy extracting behavioral patterns partitional and hierarchical algorithms obtain the best results while densitybased algorithms have poor results the results show four differentiated patterns in vehicular behavior distinguishing different patterns in both residents and tourists our work can help policymakers develop strategies to improve services in rural villages and developers choose the correct algorithm for a similar study,we present a taxonomy of the most widely used clustering algorithms in machine learning for analyzing patterns of license plate recognition ( lpr ) in a rural region of three small villages .,"['artificial intelligence' 'behavioral patterns' 'clustering algorithms'
 'densitybased algorithms' 'hierarchical algorithms'
 'intelligent environments' 'license plate recognition lpr'
 'machine learning' 'rural villages' 'sensor' 'tourists' 'traffic control'
 'ubiquitous computing' 'vehicular behavior']",we present a taxonomy of the most widely used clustering algorithms in machine learning for analyzing patterns of license plate recognition  lpr  in a rural region of three small villages 
doi:10.1007/978-3-031-14353-3_32,en,Transition from Undergraduate to Graduate Student,OriginalPaper,"Graduate school is an exciting endeavor many students choose to take on to advance their careers in food science. Although exciting, it is a completely unique experience compared to that of undergraduate studies. Many students may find themselves ill-prepared for the learning curve that comes with beginning graduate school. Undergraduate programs are typically very structured with the curriculum and requirements for graduation clearly outlined. Graduate programs are almost completely independent with a loose structure that gives students the opportunity to take ownership over their academic learning and career advancement. Due to the autonomous nature of graduate programs, it can feel like there is a lack of guidance and direction, especially at the beginning. Whether pursuing a thesis-based master’s degree or a PhD, graduate studies are an entirely different experience that requires a different skill set. The transition to graduate school can be a challenge; however, it can become easier to manage when armed with knowledge of how graduate programs are run and the general expectations of students.","['Chemistry', 'Food Science', 'Chemistry/Food Science, general']",graduate school is an exciting endeavor many students choose to take on to advance their careers in food science although exciting it is a completely unique experience compared to that of undergraduate studies many students may find themselves illprepared for the learning curve that comes with beginning graduate school undergraduate programs are typically very structured with the curriculum and requirements for graduation clearly outlined graduate programs are almost completely independent with a loose structure that gives students the opportunity to take ownership over their academic learning and career advancement due to the autonomous nature of graduate programs it can feel like there is a lack of guidance and direction especially at the beginning whether pursuing a thesisbased masters degree or a phd graduate studies are an entirely different experience that requires a different skill set the transition to graduate school can be a challenge; however it can become easier to manage when armed with knowledge of how graduate programs are run and the general expectations of students,graduate school is an exciting endeavor many students choose to take on to advance their careers in food science .<n> it is also a completely unique experience compared to that of undergraduate studies .<n> the transition from undergraduate studies to graduate school can be a,"['academic learning' 'career advancement' 'food science'
 'graduate programs' 'graduate school' 'phd graduate studies'
 'undergraduate programs' 'undergraduate studies']",graduate school is an exciting endeavor many students choose to take on to advance their careers in food science <n> it is also a completely unique experience compared to that of undergraduate studies <n> the transition from undergraduate studies to graduate school can be a
doi:10.1007/978-3-031-17746-0_19,en,YouTube: A Study from the Perspective of Digital Media,OriginalPaper,"The study identifies the nature YouTube as media tool. The study also showed that YouTube at the global level, and the human level, and what this very important site offers, in the human life of man in general, and indicated that the terrible diversity in the number of videos makes the turnout also terrible, as it is from all languages and in all ways. From this standpoint, YouTube has positioned itself among the best websites throughout history thanks to its integrated and always effective system. Which is based on the idea of permanent development, as YouTube from the hour of its inception until now has evolved in everything, even in the performance of research and the most accurate suggestions and all these details that made it at the top of the interests of anyone in the world.","['Engineering', 'Computational Intelligence', 'Data Engineering', 'Business Information Systems']",the study identifies the nature youtube as media tool the study also showed that youtube at the global level and the human level and what this very important site offers in the human life of man in general and indicated that the terrible diversity in the number of videos makes the turnout also terrible as it is from all languages and in all ways from this standpoint youtube has positioned itself among the best websites throughout history thanks to its integrated and always effective system which is based on the idea of permanent development as youtube from the hour of its inception until now has evolved in everything even in the performance of research and the most accurate suggestions and all these details that made it at the top of the interests of anyone in the world,the study identifies the nature youtube as media tool and indicated that this very important site offers in the human life of man in general and in all ways from this standpoint youtube has positioned itself among the best websites throughout history thanks to its integrated and always effective,['history' 'nature youtube'],the study identifies the nature youtube as media tool and indicated that this very important site offers in the human life of man in general and in all ways from this standpoint youtube has positioned itself among the best websites throughout history thanks to its integrated and always effective
doi:10.1007/978-3-031-12338-2_23,en,"Conclusion: The European Union Between Resistance, Resilience, and Reinvention",OriginalPaper,"If we look at how far the Union has come since the 2019 European elections, we cannot but underline its resistance, resilience, and ability to reinvent itself. The authors of the 22 chapters gathered in this volume have written contributions on a great variety of topics and case studies but have many shared analyses and conclusions. The sequence of events under study seems to be quite chaotic, but there are common trends and a limited number of logics at play. Building on the chapters gathered in this volume, one can draw four main lessons from the recent developments of European integration. 1. The 2019 elections strongly impacted the internal dynamics of the EP, the composition of the Commission, interinstitutional relations, and the overall direction of the EU’s actions—especially with the Green Deal. 2. The Covid-19 crisis has led to important transformations at the institutional level: it has been a booster for executive institutions but has also fostered change in the EP and allowed it to remain on the map. 3. At the policy level, the crisis has led the EU to focus on public health and has made possible an ambitious recovery plan. 4. These evolutions are not unique, unpredictable, or the result of a given context: they follow trends that reach in the past and are quite stable over time, even if they are not easy to read or understand. 2019 was a turning point, but there is more to come: the 2024 elections will be just as important, in several respects.","['Political Science and International Relations', 'European Politics', 'Public Policy', 'Legislative and Executive Politics']",if we look at how far the union has come since the  european elections we cannot but underline its resistance resilience and ability to reinvent itself the authors of the  chapters gathered in this volume have written contributions on a great variety of topics and case studies but have many shared analyses and conclusions the sequence of events under study seems to be quite chaotic but there are common trends and a limited number of logics at play building on the chapters gathered in this volume one can draw four main lessons from the recent developments of european integration  the  elections strongly impacted the internal dynamics of the ep the composition of the commission interinstitutional relations and the overall direction of the eus actions—especially with the green deal  the covid crisis has led to important transformations at the institutional level: it has been a booster for executive institutions but has also fostered change in the ep and allowed it to remain on the map  at the policy level the crisis has led the eu to focus on public health and has made possible an ambitious recovery plan  these evolutions are not unique unpredictable or the result of a given context: they follow trends that reach in the past and are quite stable over time even if they are not easy to read or understand  was a turning point but there is more to come: the  elections will be just as important in several respects,in this chapter we collect the contributions made by the authors to the  state of the union of the union of the european union '' to be published by springer - verlag .,"['##al' '##ili' '##ins' 'covid crisis' 'deal' 'elections'
 'european elections' 'european integration' 'internal dynamics'
 'policy level' 'public health' 'recovery plan']",in this chapter we collect the contributions made by the authors to the  state of the union of the union of the european union  to be published by springer  verlag 
doi:10.1007/978-3-030-99626-0_6,en,Russian Arctic Areas: Sustainable Development,OriginalPaper,"The article contains a comparative analysis of the demographics, economy, and environment of three Russian macroregions and four Russian Arctic regions in order to determine strategic areas for a more sustainable development and implementation of the relevant concept. The article provides reasons for choosing two indicator groups to assess the territories using the systemic, comprehensive, and qualimetric methodological approaches and their respective theoretical principles. The first group includes performance indicators of Russian national projects. The second group contains annual government statistical data. The comparative assessment results based on an additive rank show that the Far Eastern Macroregion and Chukotka Autonomous Okrug have the worst demographic and economic situation, and the North-Western Macroregion, Yamalo-Nenets Autonomous Okrug, and Murmansk Oblast have the worst environmental situation. This ranking distribution will help develop goals and stage-by-stage improvement plans for the macro-environments and their respective funding from the relevant national projects and federal budget.","['Energy', 'Sustainable Architecture/Green Buildings', 'Environmental Management', 'Geography, general']",the article contains a comparative analysis of the demographics economy and environment of three russian macroregions and four russian arctic regions in order to determine strategic areas for a more sustainable development and implementation of the relevant concept the article provides reasons for choosing two indicator groups to assess the territories using the systemic comprehensive and qualimetric methodological approaches and their respective theoretical principles the first group includes performance indicators of russian national projects the second group contains annual government statistical data the comparative assessment results based on an additive rank show that the far eastern macroregion and chukotka autonomous okrug have the worst demographic and economic situation and the northwestern macroregion yamalonenets autonomous okrug and murmansk oblast have the worst environmental situation this ranking distribution will help develop goals and stagebystage improvement plans for the macroenvironments and their respective funding from the relevant national projects and federal budget,this article presents a comparative assessment of russian macroregions and arctic regions based on environmental and demographic indicators the ranking distribution shows that the far eastern macroregion and chukotka autonomous okrug have the worst demographic and economic situation and the northwestern macro,"['chukotka autonomous okrug' 'demographics economy' 'federal budget'
 'government statistical' 'indicator groups' 'macroregion yamalonenets'
 'national projects' 'performance indicators' 'russian arctic regions'
 'russian macroregions' 'russian national projects' 'strategic areas'
 'sustainable' 'worst environmental situation']",this article presents a comparative assessment of russian macroregions and arctic regions based on environmental and demographic indicators the ranking distribution shows that the far eastern macroregion and chukotka autonomous okrug have the worst demographic and economic situation and the northwestern macro
doi:10.1007/978-981-19-1142-2_60,en,Customer Churn Prediction in Banking Industry Using Power Bi,OriginalPaper,"The development of technology in our modern day has led to the generation of huge data. This is evident by the 2.5 quintillions of data generated by persons connected to the Internet per day in 2020. With the expectation of 5.3 billion Internet users by 2023, complex and efficient tools, models, or approaches that will explore, analyze, and produce meaningful hidden information from huge data are needed. In recent years, machine learning techniques such as logistic regression, decision trees, and clustering are beginning to gain relevance, especially in churn prediction. Customer churn prediction is the process of determining the proportion of clients who avoid or might stop using or subscribing to a product or service offered by an organization or company. Though various prediction models have been proposed, most research attention has been given to measuring the efficiency of prediction models, rather than identifying its application for sustainable economic development. In this paper, we investigate the determining factor for customer attrition in the banking sector using Power BI. Dataset from United Bank of Africa (UBA), Nigeria was preprocessed with four key customer variables were used. The decision tree algorithm available in the Power Bi software was employed for training and testing. The results show that customer account balance is a key determining variable for churning. Furthermore, the results show that churning occurs less in male than female clients. This work will provide banks with useful knowledge on building effective customer retention strategies. Building an effective and accurate customer churn prediction model is an important research problem for both academics and practitioners.","['Engineering', 'Communications Engineering, Networks', 'Signal, Image and Speech Processing', 'Mobile and Network Security', 'Artificial Intelligence']",the development of technology in our modern day has led to the generation of huge data this is evident by the  quintillions of data generated by persons connected to the internet per day in  with the expectation of  billion internet users by  complex and efficient tools models or approaches that will explore analyze and produce meaningful hidden information from huge data are needed in recent years machine learning techniques such as logistic regression decision trees and clustering are beginning to gain relevance especially in churn prediction customer churn prediction is the process of determining the proportion of clients who avoid or might stop using or subscribing to a product or service offered by an organization or company though various prediction models have been proposed most research attention has been given to measuring the efficiency of prediction models rather than identifying its application for sustainable economic development in this paper we investigate the determining factor for customer attrition in the banking sector using power bi dataset from united bank of africa uba nigeria was preprocessed with four key customer variables were used the decision tree algorithm available in the power bi software was employed for training and testing the results show that customer account balance is a key determining variable for churning furthermore the results show that churning occurs less in male than female clients this work will provide banks with useful knowledge on building effective customer retention strategies building an effective and accurate customer churn prediction model is an important research problem for both academics and practitioners,this paper investigates the determining factor for customer attrition in the banking sector using power bi dataset from united bank of africa uba preprocessed with four key customer variables were used the decision tree algorithm available in the power bi software was employed for training and testing,"['banking sector' 'banks' 'churn prediction model' 'clustering' 'customer'
 'customer account balance' 'customer attrition'
 'customer retention strategies' 'decision tree algorithm'
 'female clients' 'internet' 'logistic regression decision trees'
 'machine learning techniques' 'power bi dataset' 'power bi software'
 'quintillions' 'relevance' 'sustainable economic development' 'training'
 'variables']",this paper investigates the determining factor for customer attrition in the banking sector using power bi dataset from united bank of africa uba preprocessed with four key customer variables were used the decision tree algorithm available in the power bi software was employed for training and testing
doi:10.1007/978-3-031-04137-2_31,en,On the Consistence of the Modified Median Estimator for the Logistic Regression Model,OriginalPaper,"The logistic regression model is very commonly used in real life problems as a classifier for binary data. However, it is known the lack of robustness of the maximum likelihood estimator for the model, and therefore robust estimators must be developed so as to deal with contaminated data. In this paper, we consider the modified median estimator for the logistic regression model and we prove it consistency under general conditions.","['Engineering', 'Engineering Mathematics', 'Data Engineering', 'Statistics for Engineering, Physics, Computer Science, Chemistry and Earth Sciences', 'Computational Intelligence', 'Mathematical Applications in Computer Science']",the logistic regression model is very commonly used in real life problems as a classifier for binary data however it is known the lack of robustness of the maximum likelihood estimator for the model and therefore robust estimators must be developed so as to deal with contaminated data in this paper we consider the modified median estimator for the logistic regression model and we prove it consistency under general conditions,"we consider the modified median estimator for the logistic regression model and we prove its consistency under general conditions . <n> # 1#2#3#4#1 * # 2 * , # 3 ( # 4 ) # 1#2#3#4#1 *","['binary data however' 'contaminated data' 'it consistency'
 'logistic regression model' 'maximum likelihood estimator'
 'modified median estimator' 'real life problems' 'robust estimators']",we consider the modified median estimator for the logistic regression model and we prove its consistency under general conditions  <n> # ####  #    #   #   # #### 
doi:10.1007/978-3-031-17746-0_7,en,Artificial Intelligence in Educational Examinations,OriginalPaper,"The study aims to identify the uses of artificial intelligence in exams with the aim of conducting exams in an effective manner and preventing cheating in these exams by using artificial intelligence applications. Errors that may occur and correction of the test electronically, and the results also showed that this technology is a faculty member of the university to carry out the process of monitoring and monitoring the performance of students during the performance of their tests with high accuracy, using modern digital means and artificial intelligence that can distinguish between natural and suspicious movements, so that every movement is monitored The student performs it during the test and analyzes and categorizes it.","['Engineering', 'Computational Intelligence', 'Data Engineering', 'Business Information Systems']",the study aims to identify the uses of artificial intelligence in exams with the aim of conducting exams in an effective manner and preventing cheating in these exams by using artificial intelligence applications errors that may occur and correction of the test electronically and the results also showed that this technology is a faculty member of the university to carry out the process of monitoring and monitoring the performance of students during the performance of their tests with high accuracy using modern digital means and artificial intelligence that can distinguish between natural and suspicious movements so that every movement is monitored the student performs it during the test and analyzes and categorizes it,"in this study , the use of artificial intelligence in exams was investigated .<n> it was found that the use of artificial intelligence in exams is promising .<n> it was found that the use of artificial intelligence in exams is promising .<n>","['artificial intelligence' 'artificial intelligence applications'
 'conducting exams' 'errors']",in this study  the use of artificial intelligence in exams was investigated <n> it was found that the use of artificial intelligence in exams is promising <n> it was found that the use of artificial intelligence in exams is promising <n>
doi:10.1007/978-981-19-2312-8_15,en,Tank Cascade System in Southern India as a Traditional Surface Water Infrastructure: A Review,OriginalPaper,"The vast semi-arid Southern peninsular region of India is irrigated using a traditional surface water infrastructure called Tank Cascade Systems ( TCS ). The TCS is a common-property resource that was constructed about 2000 years ago and has been managed since then for generations using public-participatory approaches. Furthermore, the application of TCS is not only limited to irrigation but also domestic water supply, livestock management, retarding negative impacts from extreme events such as seasonal flooding and recurrent droughts. In addition, the indirect benefits of TCS in providing environmental services, being essentially controlling the micro-climatic conditions, are numerous. However, TCS has been degrading since the colonial rule due to limited TCS management. The policy on the rights to manage minor irrigation works (tank irrigation) lies in the hands of the estate continued even during the post-independence period. As a consequence, the rural economy and livelihood security, which was essentially dependent on TCS , collapsed. Nevertheless, since the 1980s, the Indian Government started realizing the significance of traditional TCS in the view of climate change, rapid urbanization, and demographic explosion. Several schemes and programs were launched in bilateral associations with local and foreign agencies including the World Bank. The evidence indicated that the policy interventions in regards to scientific revival and ecological restoration, and rehabilitation of tanks for providing substantial benefits to the stakeholders (farmers and local communities) are rational. Interventions for tank management are much-needed with a case-to-case approach rather than implementing the ideology of one model fits all.","['Engineering', 'Engineering Design', 'Science and Technology Studies', 'Manufacturing, Machines, Tools, Processes']",the vast semiarid southern peninsular region of india is irrigated using a traditional surface water infrastructure called tank cascade systems  tcs  the tcs is a commonproperty resource that was constructed about  years ago and has been managed since then for generations using publicparticipatory approaches furthermore the application of tcs is not only limited to irrigation but also domestic water supply livestock management retarding negative impacts from extreme events such as seasonal flooding and recurrent droughts in addition the indirect benefits of tcs in providing environmental services being essentially controlling the microclimatic conditions are numerous however tcs has been degrading since the colonial rule due to limited tcs management the policy on the rights to manage minor irrigation works tank irrigation lies in the hands of the estate continued even during the postindependence period as a consequence the rural economy and livelihood security which was essentially dependent on tcs  collapsed nevertheless since the s the indian government started realizing the significance of traditional tcs in the view of climate change rapid urbanization and demographic explosion several schemes and programs were launched in bilateral associations with local and foreign agencies including the world bank the evidence indicated that the policy interventions in regards to scientific revival and ecological restoration and rehabilitation of tanks for providing substantial benefits to the stakeholders farmers and local communities are rational interventions for tank management are muchneeded with a casetocase approach rather than implementing the ideology of one model fits all,tank cascade systems ( tcs ) is an important water resource for the semiarid southern peninsular region of india the application of tcs is not only limited to irrigation but also domestic water supply livestock management retarding negative impacts from extreme,"['##tocase approach' 'climate change rapid urbanization' 'colonial rule'
 'commonproperty resource' 'demographic explosion'
 'domestic water supply livestock management' 'ecological restoration'
 'india' 'indian government' 'livelihood security' 'local communities'
 'microclimatic conditions' 'policy interventions' 'publicparticipatory'
 'rational interventions' 'recurrent droughts' 'rural economy'
 'scientific revival' 'seasonal flooding' 'stakeholders farmers'
 'surface water infrastructure' 'tank cascade systems' 'tank management'
 'tcs']",tank cascade systems  tcs  is an important water resource for the semiarid southern peninsular region of india the application of tcs is not only limited to irrigation but also domestic water supply livestock management retarding negative impacts from extreme
doi:10.1007/978-981-19-4112-2_12,en,Shield Tunneling in Karstic Areas,OriginalPaper,"Based on the comprehensive and systematic summary of the metro projects through the karstic zones in Guangzhou and case studies with similar geological conditions from other cities in and out of China, it is considered that the pre-treatment measures must be performed in karst-developed areas to prevent significant accidents during tunneling construction.","['Engineering', 'Geoengineering, Foundations, Hydraulics', 'Manufacturing, Machines, Tools, Processes', 'Geotechnical Engineering & Applied Earth Sciences']",based on the comprehensive and systematic summary of the metro projects through the karstic zones in guangzhou and case studies with similar geological conditions from other cities in and out of china it is considered that the pretreatment measures must be performed in karstdeveloped areas to prevent significant accidents during tunneling construction,"tunneling is one of the most effective and efficient method to transport people from one place to another , especially in dense urban areas .<n> however , there are many challenges in tunneling in karstic zones . in this paper ,<n>","['accidents' 'china' 'guangzhou' 'karstdeveloped areas' 'karstic zones'
 'metro projects' 'pretreatment measures' 'tunneling construction']",tunneling is one of the most effective and efficient method to transport people from one place to another  especially in dense urban areas <n> however  there are many challenges in tunneling in karstic zones  in this paper <n>
doi:10.1007/978-1-4842-8722-4_1,en,The Basics,OriginalPaper,HTML Document; HTML Structure; Hypertext Markup Language (HTML); HTML File; Cascading Style Sheets (CSS).,"['Computer Science', 'Web Development', 'Software Engineering/Programming and Operating Systems']",html document; html structure; hypertext markup language html; html file; cascading style sheets css,"in this paper , we propose a new approach to the analysis of the evolution of complex networks .<n> our method is based on the analysis of the evolution of the network s state space structure .<n> the analysis of the state space","['cascading style sheets' 'css' 'html' 'html document' 'html file'
 'hypertext markup language']",in this paper  we propose a new approach to the analysis of the evolution of complex networks <n> our method is based on the analysis of the evolution of the network s state space structure <n> the analysis of the state space
