titulo,abstract,clase_pri,clase_otr
Practical Coreset Constructions for Machine Learning,"  We investigate coresets - succinct, small summaries of large data sets - so
that solutions found on the summary are provably competitive with solution
found on the full data set. We provide an overview over the state-of-the-art in
coreset construction for machine learning. In Section 2, we present both the
intuition behind and a theoretically sound framework to construct coresets for
general problems and apply it to $k$-means clustering. In Section 3 we
summarize existing coreset construction algorithms for a variety of machine
learning problems such as maximum likelihood estimation of mixture models,
Bayesian non-parametric models, principal component analysis, regression and
general empirical risk minimization.

    ",Machine Learning (stat.ML),
Machine Learning with Multi-Site Imaging Data: An Empirical Study on the Impact of Scanner Effects,"  This is an empirical study to investigate the impact of scanner effects when
using machine learning on multi-site neuroimaging data. We utilize structural
T1-weighted brain MRI obtained from two different studies, Cam-CAN and UK
Biobank. For the purpose of our investigation, we construct a dataset
consisting of brain scans from 592 age- and sex-matched individuals, 296
subjects from each original study. Our results demonstrate that even after
careful pre-processing with state-of-the-art neuroimaging pipelines a
classifier can easily distinguish between the origin of the data with very high
accuracy. Our analysis on the example application of sex classification
suggests that current approaches to harmonize data are unable to remove
scanner-specific bias leading to overly optimistic performance estimates and
poor generalization. We conclude that multi-site data harmonization remains an
open challenge and particular care needs to be taken when using such data with
advanced machine learning methods for predictive modelling.

    ",Image and Video Processing (eess.IV),; Computer Vision and Pattern Recognition (cs.CV); Machine Learning (cs.LG); Neurons and Cognition (q-bio.NC)
Machine Learning for Spatiotemporal Sequence Forecasting: A Survey,"  Spatiotemporal systems are common in the real-world. Forecasting the
multi-step future of these spatiotemporal systems based on the past
observations, or, Spatiotemporal Sequence Forecasting (STSF), is a significant
and challenging problem. Although lots of real-world problems can be viewed as
STSF and many research works have proposed machine learning based methods for
them, no existing work has summarized and compared these methods from a unified
perspective. This survey aims to provide a systematic review of machine
learning for STSF. In this survey, we define the STSF problem and classify it
into three subcategories: Trajectory Forecasting of Moving Point Cloud
(TF-MPC), STSF on Regular Grid (STSF-RG) and STSF on Irregular Grid (STSF-IG).
We then introduce the two major challenges of STSF: 1) how to learn a model for
multi-step forecasting and 2) how to adequately model the spatial and temporal
structures. After that, we review the existing works for solving these
challenges, including the general learning strategies for multi-step
forecasting, the classical machine learning based methods for STSF, and the
deep learning based methods for STSF. We also compare these methods and point
out some potential research directions.

    ",Machine Learning (cs.LG),; Machine Learning (stat.ML)
mlpy: Machine Learning Python,"  mlpy is a Python Open Source Machine Learning library built on top of
NumPy/SciPy and the GNU Scientific Libraries. mlpy provides a wide range of
state-of-the-art machine learning methods for supervised and unsupervised
problems and it is aimed at finding a reasonable compromise among modularity,
maintainability, reproducibility, usability and efficiency. mlpy is
multiplatform, it works with Python 2 and 3 and it is distributed under GPL3 at
the website ",Mathematical Software (cs.MS),; Machine Learning (cs.LG); Machine Learning (stat.ML)
Interpretability and Explainability: A Machine Learning Zoo Mini-tour,"  In this review, we examine the problem of designing interpretable and
explainable machine learning models. Interpretability and explainability lie at
the core of many machine learning and statistical applications in medicine,
economics, law, and natural sciences. Although interpretability and
explainability have escaped a clear universal definition, many techniques
motivated by these properties have been developed over the recent 30 years with
the focus currently shifting towards deep learning methods. In this review, we
emphasise the divide between interpretability and explainability and illustrate
these two different research directions with concrete examples of the
state-of-the-art. The review is intended for a general machine learning
audience with interest in exploring the problems of interpretation and
explanation beyond logistic regression or random forest variable importance.
This work is not an exhaustive literature survey, but rather a primer focusing
selectively on certain lines of research which the authors found interesting or
informative.

    ",Machine Learning (cs.LG),
AlphaD3M: Machine Learning Pipeline Synthesis,"  We introduce AlphaD3M, an automatic machine learning (AutoML) system based on
meta reinforcement learning using sequence models with self play. AlphaD3M is
based on edit operations performed over machine learning pipeline primitives
providing explainability. We compare AlphaD3M with state-of-the-art AutoML
systems: Autosklearn, Autostacker, and TPOT, on OpenML datasets. AlphaD3M
achieves competitive performance while being an order of magnitude faster,
reducing computation time from hours to minutes, and is explainable by design.

    ",Machine Learning (cs.LG),
Tunability: Importance of Hyperparameters of Machine Learning Algorithms,"  Modern supervised machine learning algorithms involve hyperparameters that
have to be set before running them. Options for setting hyperparameters are
default values from the software package, manual configuration by the user or
configuring them for optimal predictive performance by a tuning procedure. The
goal of this paper is two-fold. Firstly, we formalize the problem of tuning
from a statistical point of view, define data-based defaults and suggest
general measures quantifying the tunability of hyperparameters of algorithms.
Secondly, we conduct a large-scale benchmarking study based on 38 datasets from
the OpenML platform and six common machine learning algorithms. We apply our
measures to assess the tunability of their parameters. Our results yield
default values for hyperparameters and enable users to decide whether it is
worth conducting a possibly time consuming tuning strategy, to focus on the
most important hyperparameters and to chose adequate hyperparameter spaces for
tuning.

    ",Machine Learning (stat.ML),
Nonparametric Divergence Estimation with Applications to Machine Learning on Distributions,"  Low-dimensional embedding, manifold learning, clustering, classification, and
anomaly detection are among the most important problems in machine learning.
The existing methods usually consider the case when each instance has a fixed,
finite-dimensional feature representation. Here we consider a different
setting. We assume that each instance corresponds to a continuous probability
distribution. These distributions are unknown, but we are given some i.i.d.
samples from each distribution. Our goal is to estimate the distances between
these distributions and use these distances to perform low-dimensional
embedding, clustering/classification, or anomaly detection for the
distributions. We present estimation algorithms, describe how to apply them for
machine learning tasks on distributions, and show empirical results on
synthetic data, real word images, and astronomical data sets.

    ",Machine Learning (cs.LG),; Machine Learning (stat.ML)
Rafiki: Machine Learning as an Analytics Service System,"  Big data analytics is gaining massive momentum in the last few years.
Applying machine learning models to big data has become an implicit requirement
or an expectation for most analysis tasks, especially on high-stakes
applications.Typical applications include sentiment analysis against reviews
for analyzing on-line products, image classification in food logging
applications for monitoring user's daily intake and stock movement prediction.
Extending traditional database systems to support the above analysis is
intriguing but challenging. First, it is almost impossible to implement all
machine learning models in the database engines. Second, expertise knowledge is
required to optimize the training and inference procedures in terms of
efficiency and effectiveness, which imposes heavy burden on the system users.
In this paper, we develop and present a system, called Rafiki, to provide the
training and inference service of machine learning models, and facilitate
complex analytics on top of cloud platforms. Rafiki provides distributed
hyper-parameter tuning for the training service, and online ensemble modeling
for the inference service which trades off between latency and accuracy.
Experimental results confirm the efficiency, effectiveness, scalability and
usability of Rafiki.

    ",Databases (cs.DB),"; Artificial Intelligence (cs.AI); Distributed, Parallel, and Cluster Computing (cs.DC)"
Automated Machine Learning on Graphs: A Survey,"  Machine learning on graphs has been extensively studied in both academic and
industry. However, as the literature on graph learning booms with a vast number
of emerging methods and techniques, it becomes increasingly difficult to
manually design the optimal machine learning algorithm for different
graph-related tasks. To solve this critical challenge, automated machine
learning (AutoML) on graphs which combines the strength of graph machine
learning and AutoML together, is gaining attention from the research community.
Therefore, we comprehensively survey AutoML on graphs in this paper, primarily
focusing on hyper-parameter optimization (HPO) and neural architecture search
(NAS) for graph machine learning. We further overview libraries related to
automated graph machine learning and in-depth discuss AutoGL, the first
dedicated open-source library for AutoML on graphs. In the end, we share our
insights on future research directions for automated graph machine learning.
This paper is the first systematic and comprehensive review of automated
machine learning on graphs to the best of our knowledge.

    ",Machine Learning (cs.LG),
Enhancing Computational Fluid Dynamics with Machine Learning,"  Machine learning is rapidly becoming a core technology for scientific
computing, with numerous opportunities to advance the field of computational
fluid dynamics. In this Perspective, we highlight some of the areas of highest
potential impact, including to accelerate direct numerical simulations, to
improve turbulence closure modeling, and to develop enhanced reduced-order
models. We also discuss emerging areas of machine learning that are promising
for computational fluid dynamics, as well as some potential limitations that
should be taken into account.

    ",Fluid Dynamics (physics.flu-dyn),; Machine Learning (cs.LG); Computational Physics (physics.comp-ph)
Private Machine Learning in TensorFlow using Secure Computation,"  We present a framework for experimenting with secure multi-party computation
directly in TensorFlow. By doing so we benefit from several properties valuable
to both researchers and practitioners, including tight integration with
ordinary machine learning processes, existing optimizations for distributed
computation in TensorFlow, high-level abstractions for expressing complex
algorithms and protocols, and an expanded set of familiar tooling. We give an
open source implementation of a state-of-the-art protocol and report on
concrete benchmarks using typical models from private machine learning.

    ",Cryptography and Security (cs.CR),; Machine Learning (cs.LG)
The Values Encoded in Machine Learning Research,"  Machine learning currently exerts an outsized influence on the world,
increasingly affecting institutional practices and impacted communities. It is
therefore critical that we question vague conceptions of the field as
value-neutral or universally beneficial, and investigate what specific values
the field is advancing. In this paper, we first introduce a method and
annotation scheme for studying the values encoded in documents such as research
papers. Applying the scheme, we analyze 100 highly cited machine learning
papers published at premier machine learning conferences, ICML and NeurIPS. We
annotate key features of papers which reveal their values: their justification
for their choice of project, which attributes of their project they uplift,
their consideration of potential negative consequences, and their institutional
affiliations and funding sources. We find that few of the papers justify how
their project connects to a societal need (15\%) and far fewer discuss negative
potential (1\%). Through line-by-line content analysis, we identify 59 values
that are uplifted in ML research, and, of these, we find that the papers most
frequently justify and assess themselves based on Performance, Generalization,
Quantitative evidence, Efficiency, Building on past work, and Novelty. We
present extensive textual evidence and identify key themes in the definitions
and operationalization of these values. Notably, we find systematic textual
evidence that these top values are being defined and applied with assumptions
and implications generally supporting the centralization of power.Finally, we
find increasingly close ties between these highly cited papers and tech
companies and elite universities.

    ",Machine Learning (cs.LG),; Artificial Intelligence (cs.AI); Computers and Society (cs.CY)
"Verification for Machine Learning, Autonomy, and Neural Networks Survey","  This survey presents an overview of verification techniques for autonomous
systems, with a focus on safety-critical autonomous cyber-physical systems
(CPS) and subcomponents thereof. Autonomy in CPS is enabling by recent advances
in artificial intelligence (AI) and machine learning (ML) through approaches
such as deep neural networks (DNNs), embedded in so-called learning enabled
components (LECs) that accomplish tasks from classification to control.
Recently, the formal methods and formal verification community has developed
methods to characterize behaviors in these LECs with eventual goals of formally
verifying specifications for LECs, and this article presents a survey of many
of these recent approaches.

    ",Artificial Intelligence (cs.AI),; Machine Learning (cs.LG)
Catching Zika Fever: Application of Crowdsourcing and Machine Learning for Tracking Health Misinformation on Twitter,"  In February 2016, World Health Organization declared the Zika outbreak a
Public Health Emergency of International Concern. With developing evidence it
can cause birth defects, and the Summer Olympics coming up in the worst
affected country, Brazil, the virus caught fire on social media. In this work,
use Zika as a case study in building a tool for tracking the misinformation
around health concerns on Twitter. We collect more than 13 million tweets --
spanning the initial reports in February 2016 and the Summer Olympics --
regarding the Zika outbreak and track rumors outlined by the World Health
Organization and Snopes fact checking website. The tool pipeline, which
incorporates health professionals, crowdsourcing, and machine learning, allows
us to capture health-related rumors around the world, as well as clarification
campaigns by reputable health organizations. In the case of Zika, we discover
an extremely bursty behavior of rumor-related topics, and show that, once the
questionable topic is detected, it is possible to identify rumor-bearing tweets
using automated techniques. Thus, we illustrate insights the proposed tools
provide into potentially harmful information on social media, allowing public
health researchers and practitioners to respond with a targeted and timely
action.

    ",Social and Information Networks (cs.SI),; Computers and Society (cs.CY)
Quantum Neuron: an elementary building block for machine learning on quantum computers,"  Even the most sophisticated artificial neural networks are built by
aggregating substantially identical units called neurons. A neuron receives
multiple signals, internally combines them, and applies a non-linear function
to the resulting weighted sum. Several attempts to generalize neurons to the
quantum regime have been proposed, but all proposals collided with the
difficulty of implementing non-linear activation functions, which is essential
for classical neurons, due to the linear nature of quantum mechanics. Here we
propose a solution to this roadblock in the form of a small quantum circuit
that naturally simulates neurons with threshold activation. Our quantum circuit
defines a building block, the ""quantum neuron"", that can reproduce a variety of
classical neural network constructions while maintaining the ability to process
superpositions of inputs and preserve quantum coherence and entanglement. In
the construction of feedforward networks of quantum neurons, we provide
numerical evidence that the network not only can learn a function when trained
with superposition of inputs and the corresponding output, but that this
training suffices to learn the function on all individual inputs separately.
When arranged to mimic Hopfield networks, quantum neural networks exhibit
properties of associative memory. Patterns are encoded using the simple Hebbian
rule for the weights and we demonstrate attractor dynamics from corrupted
inputs. Finally, the fact that our quantum model closely captures (traditional)
neural network dynamics implies that the vast body of literature and results on
neural networks becomes directly relevant in the context of quantum machine
learning.

    ",Quantum Physics (quant-ph),; Neural and Evolutionary Computing (cs.NE)
"Bayesian inference of chaotic dynamics by merging data assimilation, machine learning and expectation-maximization","  The reconstruction from observations of high-dimensional chaotic dynamics
such as geophysical flows is hampered by (i) the partial and noisy observations
that can realistically be obtained, (ii) the need to learn from long time
series of data, and (iii) the unstable nature of the dynamics. To achieve such
inference from the observations over long time series, it has been suggested to
combine data assimilation and machine learning in several ways. We show how to
unify these approaches from a Bayesian perspective using
expectation-maximization and coordinate descents. In doing so, the model, the
state trajectory and model error statistics are estimated all together.
Implementations and approximations of these methods are discussed. Finally, we
numerically and successfully test the approach on two relevant low-order
chaotic models with distinct identifiability.

    ",Machine Learning (stat.ML),; Machine Learning (cs.LG); Atmospheric and Oceanic Physics (physics.ao-ph)
Towards a Mathematical Understanding of Neural Network-Based Machine Learning: what we know and what we don't,"  The purpose of this article is to review the achievements made in the last
few years towards the understanding of the reasons behind the success and
subtleties of neural network-based machine learning. In the tradition of good
old applied mathematics, we will not only give attention to rigorous
mathematical results, but also the insight we have gained from careful
numerical experiments as well as the analysis of simplified models. Along the
way, we also list the open problems which we believe to be the most important
topics for further study. This is not a complete overview over this quickly
moving field, but we hope to provide a perspective which may be helpful
especially to new researchers in the area.

    ",Machine Learning (cs.LG),; Numerical Analysis (math.NA); Machine Learning (stat.ML)
Personalized explanation in machine learning: A conceptualization,"  Explanation in machine learning and related fields such as artificial
intelligence aims at making machine learning models and their decisions
understandable to humans. Existing work suggests that personalizing
explanations might help to improve understandability. In this work, we derive a
conceptualization of personalized explanation by defining and structuring the
problem based on prior work on machine learning explanation, personalization
(in machine learning) and concepts and techniques from other domains such as
privacy and knowledge elicitation. We perform a categorization of explainee
data used in the process of personalization as well as describing means to
collect this data. We also identify three key explanation properties that are
amendable to personalization: complexity, decision information and
presentation. We also enhance existing work on explanation by introducing
additional desiderata and measures to quantify the quality of personalized
explanations.

    ",Machine Learning (cs.LG),; Machine Learning (stat.ML)
TensorNetwork: A Library for Physics and Machine Learning,"  TensorNetwork is an open source library for implementing tensor network
algorithms. Tensor networks are sparse data structures originally designed for
simulating quantum many-body physics, but are currently also applied in a
number of other research areas, including machine learning. We demonstrate the
use of the API with applications both physics and machine learning, with
details appearing in companion papers.

    ",Computational Physics (physics.comp-ph),; Strongly Correlated Electrons (cond-mat.str-el); Machine Learning (cs.LG); High Energy Physics - Theory (hep-th); Machine Learning (stat.ML)
HolStep: A Machine Learning Dataset for Higher-order Logic Theorem Proving,"  Large computer-understandable proofs consist of millions of intermediate
logical steps. The vast majority of such steps originate from manually selected
and manually guided heuristics applied to intermediate goals. So far, machine
learning has generally not been used to filter or generate these steps. In this
paper, we introduce a new dataset based on Higher-Order Logic (HOL) proofs, for
the purpose of developing new machine learning-based theorem-proving
strategies. We make this dataset publicly available under the BSD license. We
propose various machine learning tasks that can be performed on this dataset,
and discuss their significance for theorem proving. We also benchmark a set of
simple baseline machine learning models suited for the tasks (including
logistic regression, convolutional neural networks and recurrent neural
networks). The results of our baseline models show the promise of applying
machine learning to HOL theorem proving.

    ",Artificial Intelligence (cs.AI),
Convergence Analysis of Machine Learning Algorithms for the Numerical Solution of Mean Field Control and Games: II -- The Finite Horizon Case,"  We propose two numerical methods for the optimal control of McKean-Vlasov
dynamics in finite time horizon. Both methods are based on the introduction of
a suitable loss function defined over the parameters of a neural network. This
allows the use of machine learning tools, and efficient implementations of
stochastic gradient descent in order to perform the optimization. In the first
method, the loss function stems directly from the optimal control problem. The
second method tackles a generic forward-backward stochastic differential
equation system (FBSDE) of McKean-Vlasov type, and relies on suitable
reformulation as a mean field control problem. To provide a guarantee on how
our numerical schemes approximate the solution of the original mean field
control problem, we introduce a new optimization problem, directly amenable to
numerical computation, and for which we rigorously provide an error rate.
Several numerical examples are provided. Both methods can easily be applied to
certain problems with common noise, which is not the case with the existing
technology. Furthermore, although the first approach is designed for mean field
control problems, the second is more general and can also be applied to the
FBSDE arising in the theory of mean field games.

    ",Optimization and Control (math.OC),; Machine Learning (cs.LG); Numerical Analysis (math.NA)
Machine Learning for Scent: Learning Generalizable Perceptual Representations of Small Molecules,"  Predicting the relationship between a molecule's structure and its odor
remains a difficult, decades-old task. This problem, termed quantitative
structure-odor relationship (QSOR) modeling, is an important challenge in
chemistry, impacting human nutrition, manufacture of synthetic fragrance, the
environment, and sensory neuroscience. We propose the use of graph neural
networks for QSOR, and show they significantly out-perform prior methods on a
novel data set labeled by olfactory experts. Additional analysis shows that the
learned embeddings from graph neural networks capture a meaningful odor space
representation of the underlying relationship between structure and odor, as
demonstrated by strong performance on two challenging transfer learning tasks.
Machine learning has already had a large impact on the senses of sight and
sound. Based on these early results with graph neural networks for molecular
properties, we hope machine learning can eventually do for olfaction what it
has already done for vision and hearing.

    ",Machine Learning (stat.ML),; Machine Learning (cs.LG); Chemical Physics (physics.chem-ph)
A Machine Learning Approach For Opinion Holder Extraction In Arabic Language,"  Opinion mining aims at extracting useful subjective information from reliable
amounts of text. Opinion mining holder recognition is a task that has not been
considered yet in Arabic Language. This task essentially requires deep
understanding of clauses structures. Unfortunately, the lack of a robust,
publicly available, Arabic parser further complicates the research. This paper
presents a leading research for the opinion holder extraction in Arabic news
independent from any lexical parsers. We investigate constructing a
comprehensive feature set to compensate the lack of parsing structural
outcomes. The proposed feature set is tuned from English previous works coupled
with our proposed semantic field and named entities features. Our feature
analysis is based on Conditional Random Fields (CRF) and semi-supervised
pattern recognition techniques. Different research models are evaluated via
cross-validation experiments achieving 54.03 F-measure. We publicly release our
own research outcome corpus and lexicon for opinion mining community to
encourage further research.

    ",Information Retrieval (cs.IR),; Machine Learning (cs.LG)
An Overview of Privacy in Machine Learning,"  Over the past few years, providers such as Google, Microsoft, and Amazon have
started to provide customers with access to software interfaces allowing them
to easily embed machine learning tasks into their applications. Overall,
organizations can now use Machine Learning as a Service (MLaaS) engines to
outsource complex tasks, e.g., training classifiers, performing predictions,
clustering, etc. They can also let others query models trained on their data.
Naturally, this approach can also be used (and is often advocated) in other
contexts, including government collaborations, citizen science projects, and
business-to-business partnerships. However, if malicious users were able to
recover data used to train these models, the resulting information leakage
would create serious issues. Likewise, if the inner parameters of the model are
considered proprietary information, then access to the model should not allow
an adversary to learn such parameters. In this document, we set to review
privacy challenges in this space, providing a systematic review of the relevant
research literature, also exploring possible countermeasures. More
specifically, we provide ample background information on relevant concepts
around machine learning and privacy. Then, we discuss possible adversarial
models and settings, cover a wide range of attacks that relate to private
and/or sensitive information leakage, and review recent results attempting to
defend against such attacks. Finally, we conclude with a list of open problems
that require more work, including the need for better evaluations, more
targeted defenses, and the study of the relation to policy and data protection
efforts.

    ",Machine Learning (cs.LG),; Artificial Intelligence (cs.AI); Cryptography and Security (cs.CR); Computers and Society (cs.CY); Machine Learning (stat.ML)
Privacy-preserving Machine Learning through Data Obfuscation,"  As machine learning becomes a practice and commodity, numerous cloud-based
services and frameworks are provided to help customers develop and deploy
machine learning applications. While it is prevalent to outsource model
training and serving tasks in the cloud, it is important to protect the privacy
of sensitive samples in the training dataset and prevent information leakage to
untrusted third parties. Past work have shown that a malicious machine learning
service provider or end user can easily extract critical information about the
training samples, from the model parameters or even just model outputs.
",Cryptography and Security (cs.CR),; Machine Learning (cs.LG)
Placeto: Learning Generalizable Device Placement Algorithms for Distributed Machine Learning,"  We present Placeto, a reinforcement learning (RL) approach to efficiently
find device placements for distributed neural network training. Unlike prior
approaches that only find a device placement for a specific computation graph,
Placeto can learn generalizable device placement policies that can be applied
to any graph. We propose two key ideas in our approach: (1) we represent the
policy as performing iterative placement improvements, rather than outputting a
placement in one shot; (2) we use graph embeddings to capture relevant
information about the structure of the computation graph, without relying on
node labels for indexing. These ideas allow Placeto to train efficiently and
generalize to unseen graphs. Our experiments show that Placeto requires up to
6.1x fewer training steps to find placements that are on par with or better
than the best placements found by prior approaches. Moreover, Placeto is able
to learn a generalizable placement policy for any given family of graphs, which
can then be used without any retraining to predict optimized placements for
unseen graphs from the same family. This eliminates the large overhead incurred
by prior RL approaches whose lack of generalizability necessitates re-training
from scratch every time a new graph is to be placed.

    ",Machine Learning (cs.LG),"; Distributed, Parallel, and Cluster Computing (cs.DC); Machine Learning (stat.ML)"
hls4ml: An Open-Source Codesign Workflow to Empower Scientific Low-Power Machine Learning Devices,"  Accessible machine learning algorithms, software, and diagnostic tools for
energy-efficient devices and systems are extremely valuable across a broad
range of application domains. In scientific domains, real-time near-sensor
processing can drastically improve experimental design and accelerate
scientific discoveries. To support domain scientists, we have developed hls4ml,
an open-source software-hardware codesign workflow to interpret and translate
machine learning algorithms for implementation with both FPGA and ASIC
technologies. We expand on previous hls4ml work by extending capabilities and
techniques towards low-power implementations and increased usability: new
Python APIs, quantization-aware pruning, end-to-end FPGA workflows, long
pipeline kernels for low power, and new device backends include an ASIC
workflow. Taken together, these and continued efforts in hls4ml will arm a new
generation of domain scientists with accessible, efficient, and powerful tools
for machine-learning-accelerated discovery.

    ",Machine Learning (cs.LG),; Hardware Architecture (cs.AR); Instrumentation and Detectors (physics.ins-det)
Towards Practical Verification of Machine Learning: The Case of Computer Vision Systems,"  Due to the increasing usage of machine learning (ML) techniques in security-
and safety-critical domains, such as autonomous systems and medical diagnosis,
ensuring correct behavior of ML systems, especially for different corner cases,
is of growing importance. In this paper, we propose a generic framework for
evaluating security and robustness of ML systems using different real-world
safety properties. We further design, implement and evaluate VeriVis, a
scalable methodology that can verify a diverse set of safety properties for
state-of-the-art computer vision systems with only blackbox access. VeriVis
leverage different input space reduction techniques for efficient verification
of different safety properties. VeriVis is able to find thousands of safety
violations in fifteen state-of-the-art computer vision systems including ten
Deep Neural Networks (DNNs) such as Inception-v3 and Nvidia's Dave self-driving
system with thousands of neurons as well as five commercial third-party vision
APIs including Google vision and Clarifai for twelve different safety
properties. Furthermore, VeriVis can successfully verify local safety
properties, on average, for around 31.7% of the test images. VeriVis finds up
to 64.8x more violations than existing gradient-based methods that, unlike
VeriVis, cannot ensure non-existence of any violations. Finally, we show that
retraining using the safety violations detected by VeriVis can reduce the
average number of violations up to 60.2%.

    ",Cryptography and Security (cs.CR),; Computer Vision and Pattern Recognition (cs.CV)
TF.Learn: TensorFlow's High-level Module for Distributed Machine Learning,"  TF.Learn is a high-level Python module for distributed machine learning
inside TensorFlow. It provides an easy-to-use Scikit-learn style interface to
simplify the process of creating, configuring, training, evaluating, and
experimenting a machine learning model. TF.Learn integrates a wide range of
state-of-art machine learning algorithms built on top of TensorFlow's low level
APIs for small to large-scale supervised and unsupervised problems. This module
focuses on bringing machine learning to non-specialists using a general-purpose
high-level language as well as researchers who want to implement, benchmark,
and compare their new methods in a structured environment. Emphasis is put on
ease of use, performance, documentation, and API consistency.

    ","Distributed, Parallel, and Cluster Computing (cs.DC)",; Machine Learning (cs.LG)
Benchmarking Automatic Machine Learning Frameworks,"  AutoML serves as the bridge between varying levels of expertise when
designing machine learning systems and expedites the data science process. A
wide range of techniques is taken to address this, however there does not exist
an objective comparison of these techniques. We present a benchmark of current
open source AutoML solutions using open source datasets. We test auto-sklearn,
TPOT, auto_ml, and H2O's AutoML solution against a compiled set of regression
and classification datasets sourced from OpenML and find that auto-sklearn
performs the best across classification datasets and TPOT performs the best
across regression datasets.

    ",Machine Learning (cs.LG),; Artificial Intelligence (cs.AI); Machine Learning (stat.ML)
Benchmarking Machine Learning Technologies for Software Defect Detection,"  Machine Learning approaches are good in solving problems that have less
information. In most cases, the software domain problems characterize as a
process of learning that depend on the various circumstances and changes
accordingly. A predictive model is constructed by using machine learning
approaches and classified them into defective and non-defective modules.
Machine learning techniques help developers to retrieve useful information
after the classification and enable them to analyse data from different
perspectives. Machine learning techniques are proven to be useful in terms of
software bug prediction. This study used public available data sets of software
modules and provides comparative performance analysis of different machine
learning techniques for software bug prediction. Results showed most of the
machine learning methods performed well on software bug datasets.

    ",Software Engineering (cs.SE),
Co-Creative Level Design via Machine Learning,"  Procedural Level Generation via Machine Learning (PLGML), the study of
generating game levels with machine learning, has received a large amount of
recent academic attention. For certain measures these approaches have shown
success at replicating the quality of existing game levels. However, it is
unclear the extent to which they might benefit human designers. In this paper
we present a framework for co-creative level design with a PLGML agent. In
support of this framework we present results from a user study and results from
a comparative study of PLGML approaches.

    ",Artificial Intelligence (cs.AI),; Machine Learning (cs.LG)
The Threat of Adversarial Attacks on Machine Learning in Network Security -- A Survey,"  Machine learning models have made many decision support systems to be faster,
more accurate and more efficient. However, applications of machine learning in
network security face more disproportionate threat of active adversarial
attacks compared to other domains. This is because machine learning
applications in network security such as malware detection, intrusion
detection, and spam filtering are by themselves adversarial in nature. In what
could be considered an arms race between attackers and defenders, adversaries
constantly probe machine learning systems with inputs which are explicitly
designed to bypass the system and induce a wrong prediction. In this survey, we
first provide a taxonomy of machine learning techniques, styles, and
algorithms. We then introduce a classification of machine learning in network
security applications. Next, we examine various adversarial attacks against
machine learning in network security and introduce two classification
approaches for adversarial attacks in network security. First, we classify
adversarial attacks in network security based on a taxonomy of network security
applications. Secondly, we categorize adversarial attacks in network security
into a problem space vs. feature space dimensional classification model. We
then analyze the various defenses against adversarial attacks on machine
learning-based network security applications. We conclude by introducing an
adversarial risk model and evaluate several existing adversarial attacks
against machine learning in network security using the risk model. We also
identify where each attack classification resides within the adversarial risk
model

    ",Cryptography and Security (cs.CR),; Machine Learning (cs.LG); Networking and Internet Architecture (cs.NI)
A Hierarchy of Limitations in Machine Learning,"  ""All models are wrong, but some are useful"", wrote George E. P. Box (1979).
Machine learning has focused on the usefulness of probability models for
prediction in social systems, but is only now coming to grips with the ways in
which these models are wrong---and the consequences of those shortcomings. This
paper attempts a comprehensive, structured overview of the specific conceptual,
procedural, and statistical limitations of models in machine learning when
applied to society. Machine learning modelers themselves can use the described
hierarchy to identify possible failure points and think through how to address
them, and consumers of machine learning models can know what to question when
confronted with the decision about if, where, and how to apply machine
learning. The limitations go from commitments inherent in quantification
itself, through to showing how unmodeled dependencies can lead to
cross-validation being overly optimistic as a way of assessing model
performance.

    ",Computers and Society (cs.CY),; Machine Learning (cs.LG); Econometrics (econ.EM); Statistics Theory (math.ST); Machine Learning (stat.ML)
Detecting Fake News Using Machine Learning : A Systematic Literature Review,"  Internet is one of the important inventions and a large number of persons are
its users. These persons use this for different purposes. There are different
social media platforms that are accessible to these users. Any user can make a
post or spread the news through the online platforms. These platforms do not
verify the users or their posts. So some of the users try to spread fake news
through these platforms. These news can be propaganda against an individual,
society, organization or political party. A human being is unable to detect all
these fake news. So there is a need for machine learning classifiers that can
detect these fake news automatically. Use of machine learning classifiers for
detecting fake news is described in this systematic literature review.

    ",Computers and Society (cs.CY),; Machine Learning (cs.LG)
ARDA: Automatic Relational Data Augmentation for Machine Learning,"  Automatic machine learning (\AML) is a family of techniques to automate the
process of training predictive models, aiming to both improve performance and
make machine learning more accessible. While many recent works have focused on
aspects of the machine learning pipeline like model selection, hyperparameter
tuning, and feature selection, relatively few works have focused on automatic
data augmentation. Automatic data augmentation involves finding new features
relevant to the user's predictive task with minimal ``human-in-the-loop''
involvement.
",Machine Learning (cs.LG),; Databases (cs.DB); Machine Learning (stat.ML)
Advances in quantum machine learning,"  Here we discuss advances in the field of quantum machine learning. The
following document offers a hybrid discussion; both reviewing the field as it
is currently, and suggesting directions for further research. We include both
algorithms and experimental implementations in the discussion. The field's
outlook is generally positive, showing significant promise. However, we believe
there are appreciable hurdles to overcome before one can claim that it is a
primary application of quantum computation.

    ",Quantum Physics (quant-ph),
